ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt1245732,Red Alert: The War Within,2009,120 min,6.4,337,"Action, Drama, Thriller            ",hindi
tt1047519,Red Swastik,2007,131 min,2.9,218,"Crime, Drama, Thriller            ",hindi
tt0896968,Red: The Dark Side,2007,148 min,3.3,305,"Drama, Romance, Thriller            ",hindi
tt4682128,Redrum,2018,101 min,4,27,Thriller            ,hindi
tt0250690,Refugee,2000,207 min,5.4,"1,860","Drama, Musical, Romance            ",hindi
tt11333018,Regards & Peace,2020,89 min,5.5,27,Thriller            ,hindi
tt0299108,Rehnaa Hai Terre Dil Mein,2001,160 min,7.6,"7,554","Musical, Romance            ",hindi
tt9511022,Rescue,II 2019,80 min,4.5,18,Drama            ,hindi
tt2006213,Reshma Aur Sultaan,2002,82 min,5.3,9,Action            ,hindi
tt3914774,Return Of Gadar - Ek Desh Premi,2002,120 min,-,-,Action            ,hindi
tt1169841,Return of Hanuman,2007,110 min,7.1,660,"Animation, Action, Adventure            ",hindi
tt0420123,Revati,2005,145 min,5.2,33,Drama            ,hindi
tt3290688,Revolver Rani,2014,132 min,4.5,"1,661","Action, Comedy, Crime            ",hindi
tt6997642,Ribbon,2017,106 min,6.9,589,"Drama, Family            ",hindi
tt1191130,Right Yaaa Wrong,2010,135 min,6.4,887,"Crime, Drama, Thriller            ",hindi
tt2633598,Rise of the Zombie,2013,86 min,3.5,401,"Drama, Horror, Thriller            ",hindi
tt0341549,Rishtey,2002,164 min,4.6,909,"Action, Drama            ",hindi
tt0845529,Risk,2007,155 min,6.6,556,"Action, Crime, Drama            ",hindi
tt9795264,Risknamaa,2019,123 min,7,20,Thriller            ,hindi
-,Risknamaa 2,2021,150 min,-,-,Thriller            ,hindi
tt1652343,Riwayat,2012,122 min,4.6,9,"Crime, Drama, Family            ",hindi
tt2283894,Riyasat,2014,80 min,6.3,43,Crime            ,hindi
tt11805890,Rizwan,2020,130 min,-,-,Drama            ,hindi
-,RK/RKAY,2021,95 min,-,-,Drama            ,hindi
tt0315632,Road,I 2002,134 min,5.6,"1,183",Thriller            ,hindi
tt1471247,Road to Sangam,2009,135 min,7.4,752,"Drama, Thriller            ",hindi
tt1190894,"Road, Movie",2009,95 min,6.8,"1,652","Adventure, Comedy, Crime            ",hindi
tt1050739,Roadside Romeo,2008,93 min,5.2,"1,335","Animation, Adventure, Comedy            ",hindi
tt9399168,Roam Rome Mein,2019,107 min,7.7,48,Drama            ,hindi
tt3796006,Roar: Tigers of the Sundarbans,2014,123 min,5.6,697,"Action, Adventure, Sci-Fi            ",hindi
tt2137241,Rock on 2,2016,143 min,5,"1,983","Drama, Music            ",hindi
tt1230165,Rock On!!,2008,145 min,7.7,"21,008","Drama, Music            ",hindi
tt1434447,Rocket Singh: Salesman of the Year,2009,150 min,7.5,"19,102","Comedy, Drama            ",hindi
tt1839596,Rockstar,2011,159 min,7.7,"40,066","Drama, Music, Romance            ",hindi
tt3410408,Rocky Handsome,2016,119 min,6.8,"7,483","Action, Crime, Drama            ",hindi
tt0443208,Rog,2005,115 min,5.2,477,"Mystery, Romance, Thriller            ",hindi
tt1612573,Rokkk,2010,180 min,4.2,124,"Drama, Horror, Mystery            ",hindi
tt4188452,Roll Sound Camera Action: RSCA,2015,105 min,-,-,Drama            ,hindi
tt8550208,Romeo Akbar Walter,2019,141 min,6.6,"4,988","Action, Drama, Thriller            ",hindi
tt6851664,Romeo N Bullet,2017,116 min,-,-,Drama            ,hindi
tt11274202,Romi the Hero,2019,135 min,-,-,Drama            ,hindi
tt10098288,Roohi,2021,134 min,4.2,"5,716","Comedy, Horror            ",hindi
tt4865622,Room: The Mystery,2015,90 min,3.5,31,Thriller            ,hindi
tt4358344,Rough Book,2016,100 min,6.9,189,Drama            ,hindi
tt2077833,Rowdy Rathore,2012,140 min,5.7,"20,707","Action, Comedy            ",hindi
tt2976182,Roy,2015,146 min,3.3,"7,178","Action, Drama, Mystery            ",hindi
tt1314367,Ru-Ba-Ru,2008,120 min,5.5,247,"Drama, Romance, Thriller            ",hindi
tt0366985,Rudraksh,2004,143 min,2.6,"1,142","Action, Fantasy, Sci-Fi            ",hindi
tt7341406,Rukh,2017,106 min,6.4,585,"Drama, Mystery            ",hindi
tt0411815,Run,2004,137 min,4.8,"1,274","Action, Comedy, Drama            ",hindi
tt2645934,Run Bhuumi - Champs Don't Cry,2015,107 min,5.7,7,Family            ,hindi
tt11331320,Run Zindagi Run,2020,152 min,7.5,8,"Action, Crime, Thriller            ",hindi
tt6296236,Running Shaadi,2017,114 min,6.6,"2,425","Comedy, Romance            ",hindi
tt1981682,Runway: Love Among Gun Shots...,2009,102 min,4,23,"Action, Crime, Drama            ",hindi
tt2739830,Rupa Rani Ramkali,2001,130 min,-,-,Action            ,hindi
tt2256514,Rush,2012,110 min,3.7,831,"Crime, Thriller            ",hindi
tt5165344,Rustom,2016,148 min,7.1,"23,813","Crime, Drama, Thriller            ",hindi
tt8406866,S.P. Chauhan,2019,136 min,5.5,345,Drama            ,hindi
tt11493030,Saadgi,2019,75 min,-,-,Family            ,hindi
tt5310090,Saala Khadoos,2016,109 min,7.6,"11,480","Action, Drama, Sport            ",hindi
tt8108206,Saand Ki Aankh,2019,146 min,7.8,"4,122","Biography, Drama            ",hindi
tt1217642,Saanncha,2008,110 min,5.4,11,Drama            ,hindi
tt5933706,Saansein: The Last Breath,2016,101 min,3.1,143,"Horror, Romance            ",hindi
tt2857500,Saare Jahaan Se Mehnga...,2013,120 min,7.1,"1,053","Comedy, Drama            ",hindi
tt10722542,Saari Raat,2015,83 min,5.7,21,Drama            ,hindi
tt5472700,Saat Kadam,2021,120 min,6.1,"1,468","Drama, Sport            ",hindi
tt5637188,Saat Uchakkey,2016,139 min,5.7,737,Comedy            ,hindi
tt0330843,Saathiya,2002,138 min,6.8,"6,670","Drama, Family, Romance            ",hindi
tt4808804,Saavi: A Bonded Bride,2015,150 min,6.7,9,Drama            ,hindi
tt0470521,Saawan... The Love Season,2006,123 min,2.2,784,"Drama, Fantasy, Romance            ",hindi
tt0758053,Saawariya,2007,142 min,5.2,"7,372","Drama, Musical, Romance            ",hindi
tt0371922,Saaya,2003,135 min,5.8,899,"Drama, Fantasy, Mystery            ",hindi
tt9691324,Sab Kushal Mangal,2020,132 min,4.4,204,Romance            ,hindi
tt4654760,Sabki Bajegi Band,2015,108 min,3.5,65,"Comedy, Drama            ",hindi
tt11615764,Sabne bana di jodi,2020,155 min,-,-,Drama            ,hindi
tt7763956,Sabrang,2017,54 min,6.4,7,Drama            ,hindi
tt2006223,Sabse Badi Ganga Ki Saugandh,2003,114 min,3.2,6,Action            ,hindi
tt0466965,Sacred Evil,2006,109 min,6,24,Drama            ,hindi
tt7886848,Sadak 2,2020,133 min,1.1,"65,524","Action, Drama            ",hindi
tt1941638,Sadda Adda,2012,130 min,7.1,"1,332","Comedy, Drama, Romance            ",hindi
tt10309910,Sadho,2019,110 min,-,-,Drama            ,hindi
tt1183944,Sadiyaan: Boundaries Divide... Love Unites,2010,200 min,4.5,75,"Drama, Romance            ",hindi
tt2073070,Saheb Biwi Aur Gangster,2011,118 min,7.2,"3,987","Action, Crime, Drama            ",hindi
tt7695014,Saheb Biwi Aur Gangster 3,2018,140 min,4.4,733,"Action, Crime, Drama            ",hindi
tt2362778,Saheb Biwi Aur Gangster Returns,2013,142 min,6.8,"3,829","Action, Crime, Drama            ",hindi
tt1630282,Sahi Dhandhe Galat Bande,2011,119 min,4.8,263,"Action, Comedy, Drama            ",hindi
tt4649592,Sai Teri Maya,2001,115 min,-,-,Drama            ,hindi
tt9176086,Saina,2021,135 min,3.7,"1,942","Biography, Drama, Sport            ",hindi
tt13311676,Sakshi,2021,112 min,-,-,Thriller            ,hindi
tt1800369,Salaam Bacche,2007,77 min,5.8,36,"Drama, Family            ",hindi
tt0456165,Salaam Namaste,2005,158 min,6.2,"6,902","Comedy, Drama, Romance            ",hindi
tt8108194,Salaam Zindagi,2017,120 min,6.4,9,Drama            ,hindi
tt0485272,Salaam-E-Ishq,2007,216 min,5.1,"5,178","Comedy, Drama, Musical            ",hindi
tt3848468,Sali Gharwali Aur Bahar Wali,2001,121 min,-,-,"Comedy, Thriller            ",hindi
tt7722484,Sallu Ki Shaadi,2017,109 min,3.6,39,Romance            ,hindi
tt4368870,Salt Bridge,2017,100 min,8.9,72,Drama            ,hindi
tt0384491,Samay: When Time Strikes,2003,136 min,6.9,"1,802","Crime, Mystery, Thriller            ",hindi
tt7207156,Sameer,2017,129 min,5.4,217,Drama            ,hindi
tt3636776,Samrat & Co.,2014,125 min,6.2,"1,208","Mystery, Thriller            ",hindi
-,San' 75 (Pachattar),2021,152 min,-,-,Thriller            ,hindi
tt10518098,San 84 Justice,2019,80 min,-,-,Family            ,hindi
tt4262516,Sanam Re,2016,120 min,3.1,"2,873","Drama, Romance            ",hindi
tt12681658,Sanam tera ishaq,2018,120 min,-,-,Action            ,hindi
tt0205380,Sanam Teri Kasam,2009,170 min,4.9,150,"Action, Drama, Romance            ",hindi
tt5255710,Sanam Teri Kasam,2016,154 min,7.4,"10,223","Drama, Musical, Romance            ",hindi
tt12887212,Sand - The Love Without Trust,2017,48 min,-,-,Drama            ,hindi
tt7094488,Sandeep Aur Pinky Faraar,2021,125 min,4,610,"Comedy, Crime, Drama            ",hindi
tt9412678,Sandra Beds Sandeep,2018,121 min,-,-,"Comedy, Drama, Romance            ",hindi
tt0430202,Sandwich,2006,152 min,5.4,811,"Comedy, Thriller            ",hindi
tt3949026,Sangam Shastra,2002,68 min,-,-,Thriller            ,hindi
tt6452574,Sanju,2018,155 min,7.7,"48,211","Biography, Comedy, Drama            ",hindi
tt3282622,Sankalp,2011,69 min,-,-,Drama            ,hindi
tt1252614,Sankat City,2009,120 min,6.2,608,"Comedy, Crime, Drama            ",hindi
tt3242520,Sanyogita - The Bride in Red,2005,83 min,-,-,Drama            ,hindi
tt11658208,Saperan,2006,116 min,-,-,Drama            ,hindi
tt5120640,Sarbjit,2016,131 min,7.3,"4,344","Biography, Drama            ",hindi
tt4545630,Sardaar Gabbar Singh,2016,164 min,4.8,"2,298","Action, Comedy            ",hindi
-,Sardar's Grandson,2021,139 min,-,-,"Comedy, Drama, Romance            ",hindi
tt9436602,Sarfaroshi.. A war against System,2014,120 min,-,-,Action            ,hindi
tt6330202,Sargoshiyan,2017,106 min,6.2,33,Drama            ,hindi
tt0476861,Sarhad Paar,2006,117 min,3.9,115,"Action, Drama, Romance            ",hindi
tt0833533,Sarivar Sari,2005,126 min,7.2,37,Drama            ,hindi
tt0432047,Sarkar,2005,124 min,7.6,"15,852","Action, Crime, Drama            ",hindi
tt5742874,Sarkar 3,2017,130 min,4.9,"1,881","Action, Crime, Drama            ",hindi
tt0490210,Sarkar Raj,2008,125 min,6.7,"7,242","Action, Crime, Drama            ",hindi
tt8690140,Saroj Ka Rishta,2020,122 min,-,-,Romance            ,hindi
tt7014670,Sasural,2017,161 min,-,-,"Action, Drama, Romance            ",hindi
tt9179426,Satellite Shankar,2019,135 min,6.3,877,"Action, Drama            ",hindi
tt4966216,Sati Sukanya,2002,118 min,-,-,Drama            ,hindi
tt1886663,Satrangee Parachute,2011,115 min,5.3,66,"Comedy, Drama, Family            ",hindi
tt0341562,Satta,2003,153 min,6.8,541,"Crime, Drama            ",hindi
tt3059106,Satya 2,2013,142 min,5.9,930,"Action, Crime, Drama            ",hindi
tt2275802,Satyagraha,2013,152 min,5.9,"4,929",Drama            ,hindi
tt8202612,Satyameva Jayate,2018,140 min,5.7,"6,181","Action, Crime, Drama            ",hindi
-,Satyameva Jayate 2,2021,122 min,-,-,"Action, Crime, Drama            ",hindi
tt0453842,Sau Jhooth Ek Sach,2004,110 min,7.3,69,"Drama, Thriller            ",hindi
tt2006229,Saugandh Geeta Ki,2001,97 min,-,-,Action            ,hindi
tt10930036,Savdhan-Ek Adbhut Kahani,2019,90 min,-,-,Horror            ,hindi
tt1020899,Say Salaam India: 'Let's Bring the Cup Home',2007,130 min,6.3,89,"Drama, Sport            ",hindi
tt3211170,Say Yes to Love,2012,115 min,5.5,14,Romance            ,hindi
tt8537578,Sayonee,2020,111 min,2.7,656,"Action, Musical, Romance            ",hindi
-,Scary Forest,2021,130 min,-,-,Horror            ,hindi
tt8961674,School Chalega..!,2017,110 min,-,-,"Action, Comedy, Crime            ",hindi
tt13759622,Scorned,2020,104 min,2.5,24,Thriller            ,hindi
tt10801314,Scotland,2019,120 min,4.8,409,Crime            ,hindi
tt4896960,Scribbles on Akka,2000,60 min,-,-,Drama            ,hindi
tt10651680,Sea of Lost Time,2019,45 min,-,-,Fantasy            ,hindi
tt10919600,Seasons Greeting,2019,47 min,5.4,24,Drama            ,hindi
tt3948240,Second Hand Husband,2015,105 min,3.8,156,"Comedy, Romance            ",hindi
tt2306721,Second Marriage Dot Com,2012,130 min,7.5,55,Drama            ,hindi
tt3746552,Secret Honeymoon,2000,95 min,-,-,Thriller            ,hindi
tt6108090,Secret Superstar,2017,150 min,7.8,"21,334","Drama, Music            ",hindi
tt8144834,Section 375,2019,124 min,8.1,"12,410","Crime, Drama, Mystery            ",hindi
tt0477857,Sehar,2005,125 min,7.7,"2,061","Action, Crime, Drama            ",hindi
tt11617422,Senapati,2007,143 min,-,-,"Action, Drama            ",hindi
tt9239772,Setters,2019,126 min,5.3,244,Thriller            ,hindi
tt4929846,Sha Na Na,2002,53 min,-,-,"Music, Romance            ",hindi
tt5568866,Shaadi Abhi Baaki Hai,2017,127 min,5.2,11,Drama            ,hindi
tt0430589,Shaadi Karke Phas Gaya Yaar,2006,152 min,4,"1,062","Comedy, Drama, Romance            ",hindi
tt10328288,Shaadi ke patasey,2019,90 min,6.8,5,Drama            ,hindi
tt3302962,Shaadi Ke Side Effects,2014,145 min,5.6,"3,856","Comedy, Romance            ",hindi
tt7469726,Shaadi Mein Zaroor Aana,2017,137 min,7.6,"13,046","Drama, Romance            ",hindi
tt0449389,Shaadi No. 1,2005,129 min,3.5,882,Comedy            ,hindi
tt0489560,Shaadi Se Pehle,2006,122 min,4.1,730,"Comedy, Musical, Romance            ",hindi
tt7856176,Shaadi Teri Bajayenge Hum Band,2018,140 min,5,180,Comedy            ,hindi
tt11525730,Shaan,2017,64 min,-,-,"Comedy, Drama, Family            ",hindi
tt4007558,Shaandaar,2015,144 min,3.5,"5,176","Comedy, Drama, Romance            ",hindi
tt1600439,Shaapit: The Cursed,2010,145 min,5.4,818,"Adventure, Horror, Romance            ",hindi
tt8333390,Shaatiron Ka Shaatir Girgit,2018,111 min,-,-,Action            ,hindi
tt4287778,Shab,2017,108 min,4.3,218,"Drama, Romance            ",hindi
tt0409527,Shabd,2005,140 min,5.1,"1,350","Drama, Thriller            ",hindi
tt2947796,Shabnam Bani Shola,2001,103 min,-,-,Action            ,hindi
tt0459133,Shabnam Mausi,2005,150 min,6.2,54,"Action, Biography, Drama            ",hindi
tt2032530,Shabri,2011,98 min,5.7,135,"Action, Crime, Drama            ",hindi
tt4844708,Shackle,2015,99 min,7.4,20,Drama            ,hindi
tt1828289,Shagird,2011,143 min,7.1,"1,907","Action, Crime, Drama            ",hindi
tt8562960,Shaheed Chandrashekhar Azaad,2020,147 min,-,-,History            ,hindi
tt4063584,Shaheed-E-Azam,2002,173 min,7.3,21,"Biography, Drama, History            ",hindi
tt13547284,Shaheen Baghi,2020,92 min,-,-,Drama            ,hindi
tt7375514,Shaher,2017,86 min,-,-,Drama            ,hindi
tt2181831,Shahid,2012,129 min,8.2,"15,413","Biography, Drama            ",hindi
tt3732160,Shahji ki Advice,2006,73 min,7.4,25,Comedy            ,hindi
tt1773042,Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,89 min,5,"1,042","Comedy, Drama            ",hindi
tt11086844,Shaitaan: A Vision of Madness,2018,65 min,-,-,Thriller            ,hindi
tt1836912,Shaitan,2011,121 min,7.2,"8,078","Action, Crime, Drama            ",hindi
tt3949018,Shaitan Mantrik,2002,89 min,-,-,Horror            ,hindi
tt4944494,Shaitani Dracula,2006,79 min,5,5,Horror            ,hindi
tt2109200,Shakal Pe Mat Ja,2011,140 min,4.9,39,"Comedy, Crime, Drama            ",hindi
tt0845535,Shakalaka Boom Boom,2007,129 min,2.3,593,"Drama, Musical, Romance            ",hindi
tt9390240,Shakeela,2020,126 min,3.2,511,"Biography, Drama            ",hindi
tt0331639,Shakthi: The Power,2002,170 min,6,"4,621","Action, Drama            ",hindi
tt10964468,Shakuntala Devi,2020,127 min,6.1,"8,259","Biography, Drama            ",hindi
tt3836958,Shamitabh,2015,155 min,6.8,"6,998",Drama            ,hindi
tt4149186,Shamshan Ghat,2003,109 min,-,-,Horror            ,hindi
tt2072227,Shanghai,2012,120 min,7.2,"9,707","Crime, Mystery, Thriller            ",hindi
tt4373886,Sharafat Gayi Tel Lene,2015,108 min,4.9,272,"Comedy, Drama, Mystery            ",hindi
tt0284479,Shararat,2002,155 min,4.6,443,"Comedy, Drama, Romance            ",hindi
tt9248996,Sharma Ji Ki Lag Gayi,2019,122 min,4.9,255,Comedy            ,hindi
tt0410591,Shart: The Challenge,2004,136 min,3.5,150,"Drama, Romance            ",hindi
tt5478254,Shaukeen Kaminay,2016,125 min,6.1,30,"Comedy, Drama            ",hindi
tt1101665,Shaurya: It Takes Courage to Make Right... Right,2008,149 min,7.3,"3,923","Crime, Drama, Thriller            ",hindi
tt4027026,She: The Movie,2014,108 min,-,-,Thriller            ,hindi
tt3443288,Sheetalbhabi.com,2011,115 min,3.9,34,Comedy            ,hindi
tt8302394,Shehjar,2019,120 min,-,-,"Adventure, Drama, Mystery            ",hindi
tt13410842,Shehri Gabru,2020,62 min,8.6,90,"Comedy, Crime            ",hindi
tt6428632,Sheitaan,2017,110 min,4.2,19,Horror            ,hindi
tt12816898,Sheru,2020,50 min,-,-,"Adventure, Drama            ",hindi
tt0495893,Shikaar,2000,135 min,3.7,26,"Action, Mystery            ",hindi
tt10930586,Shikara,2020,118 min,3.8,"6,297","Drama, History, Romance            ",hindi
tt0120117,Shikari,2000,160 min,4.5,423,"Crime, Drama, Thriller            ",hindi
tt0475627,Shikhar,2005,162 min,4.9,"1,054",Drama            ,hindi
tt4486148,Shimla Mirchi,2020,129 min,4.6,"1,255","Comedy, Romance            ",hindi
tt0295603,Shirdi Sai Baba,2001,150 min,4.9,177,"Drama, Mystery            ",hindi
tt2187972,Shirin Farhad Ki Toh Nikal Padi,2012,111 min,4.2,"1,017",Romance            ,hindi
tt0831816,Shiva,2006,160 min,3.9,327,"Action, Crime, Drama            ",hindi
tt1661874,Shiva Ka Insaaf,2003,124 min,-,-,Action            ,hindi
tt3771536,Shivaay,2016,153 min,6.2,"9,795","Action, Adventure, Drama            ",hindi
tt2887968,Shivalika,2013,95 min,-,-,Animation            ,hindi
tt0449390,Shobhayatra,2004,100 min,4.5,13,"Comedy, Drama            ",hindi
tt2250620,Shobhna's Seven Nights,2012,105 min,6.2,19,"Drama, Romance            ",hindi
tt4884556,Shock: Ek Raat,2005,122 min,-,-,Horror            ,hindi
tt8085616,Shohrat the Trap,2018,67 min,5.6,101,Thriller            ,hindi
tt1594974,Shola: Fire of Love,2004,111 min,-,-,"Action, Crime, Drama            ",hindi
tt0872295,Shoonya,2006,100 min,6.8,31,Drama            ,hindi
-,Shooter,2021,143 min,-,-,"Action, Crime, Drama            ",hindi
tt8333430,Shootout at etawah safari,2018,130 min,-,-,Thriller            ,hindi
tt0811066,Shootout at Lokhandwala,2007,122 min,7.1,"9,483","Action, Crime, History            ",hindi
tt2301155,Shootout at Wadala,2013,155 min,5.9,"6,328","Action, Biography, Crime            ",hindi
tt1916728,Shor in the City,2010,112 min,7.2,"3,450","Crime, Drama            ",hindi
tt6346954,Shor Se Shuruaat,2016,125 min,6.7,142,Drama            ,hindi
tt5752374,Shorgul,2016,132 min,5.7,258,Drama            ,hindi
tt2066062,Shortcut Romeo,2013,146 min,2.3,248,"Action, Crime, Drama            ",hindi
tt4505006,Shortcut Safari,2016,101 min,6.4,69,"Adventure, Drama, Mystery            ",hindi
tt1229390,Shortkut - The Con Is On,2009,142 min,3.4,874,"Comedy, Drama            ",hindi
tt3257168,Shorts,2013,95 min,6.5,441,Drama            ,hindi
-,Shouting Silence,2021,95 min,-,-,"Crime, Drama, Thriller            ",hindi
tt1152845,Showbiz,2007,108 min,3.6,114,"Action, Drama, Music            ",hindi
tt2826126,Shree,2013,109 min,6.3,269,"Sci-Fi, Thriller            ",hindi
tt6892468,Shreelancer,2017,93 min,7.2,92,Drama            ,hindi
tt4887290,Shri Durga Pooja,2005,134 min,-,-,Drama            ,hindi
tt6971752,Shubh Mangal Savdhan,2017,119 min,6.9,"8,899","Comedy, Romance            ",hindi
tt10309906,Shubh Mangal Zyada Saavdhan,2020,117 min,5.8,"7,963","Comedy, Romance            ",hindi
tt11688770,Shubh Raatri,2020,52 min,4.5,65,Horror            ,hindi
tt2988272,Shuddh Desi Romance,2013,141 min,5.8,"8,064","Comedy, Drama, Romance            ",hindi
tt1883330,SHUDRA: The Untouchables,2011,116 min,7.8,23,"Drama, Family, History            ",hindi
tt11691696,Shukranu,2020,90 min,6.4,651,Drama            ,hindi
tt0435390,Shukriya: Till Death Do Us Apart,2004,144 min,5.2,142,"Musical, Drama, Family            ",hindi
tt4121522,Shuruaat Ka Interval,2014,99 min,7.2,68,Drama            ,hindi
tt10427988,Shuruaat Ka Twist,2019,142 min,6.6,9,Drama            ,hindi
tt1679290,Shuttlecock Boys,2011,76 min,6.2,111,"Comedy, Drama            ",hindi
tt2932606,Siddharth,2013,96 min,7.3,665,Drama            ,hindi
tt1278447,Sikandar,2009,110 min,6.4,261,"Crime, Drama, Mystery            ",hindi
tt8259696,Silence of Sleep,2020,90 min,-,-,Thriller            ,hindi
tt0458948,Silence Please... The Dressing Room,2004,100 min,3.1,12,Thriller            ,hindi
tt5341618,Silence the Court Is in Session,2015,105 min,6.2,13,Drama            ,hindi
tt13698928,Silence: Can You Hear It,2021,136 min,6.4,"2,187","Crime, Thriller            ",hindi
tt0438981,Silsiilay,2005,134 min,4,693,Drama            ,hindi
tt5020726,Silvat,2018,45 min,7.2,162,"Drama, Romance            ",hindi
tt4966270,Simhadriya Simha,2002,157 min,8.5,62,"Action, Drama            ",hindi
tt7212726,Simmba,2018,158 min,5.7,"15,048","Action, Comedy, Crime            ",hindi
tt6405126,Simran,2017,124 min,5.1,"3,197","Crime, Drama, Thriller            ",hindi
tt14427812,Singapore Vignettes,2021,67 min,9.2,12,Drama            ,hindi
tt3696192,Singh Is Bliing,2015,141 min,5,"7,695","Action, Comedy            ",hindi
tt1146325,Singh Is King,2008,135 min,5.7,"14,357","Action, Comedy, Crime            ",hindi
tt2437954,Singh Saab the Great,2013,134 min,5.6,"2,185","Action, Drama            ",hindi
tt1948150,Singham,2011,143 min,6.8,"14,495","Action, Crime, Drama            ",hindi
tt2309764,Singham Returns,2014,142 min,5.7,"7,548","Action, Crime, Drama            ",hindi
tt0448121,Sins,2005,138 min,4.3,384,"Drama, Romance, Thriller            ",hindi
tt7142506,Sir,I 2018,99 min,7.7,"4,798","Drama, Romance            ",hindi
tt8281642,Sirf 5 Din,2018,145 min,-,-,Horror            ,hindi
tt0947077,Sirf Romance: Love by Chance,2007,160 min,3.4,8,Romance            ,hindi
tt1224454,Sirf....: Life Looks Greener on the Other Side,2008,135 min,5.9,95,Drama            ,hindi
tt0466580,Siskiyaan,2005,125 min,5.1,70,"Drama, Thriller            ",hindi
tt4811706,Six X,2016,133 min,7,198,Drama            ,hindi
tt6509874,SIXER,2001,80 min,-,-,Drama            ,hindi
tt2976172,Sixteen,II 2013,138 min,6.3,"1,667","Drama, Romance, Thriller            ",hindi
tt2234328,Siyaah..,2012,97 min,5.3,63,Horror            ,hindi
tt13534804,Siyavar Ram - Ramayana,2020,90 min,-,-,Animation            ,hindi
tt12247534,Slumdog Karodpati,II 2019,118 min,-,-,Thriller            ,hindi
tt12241022,Slumdog Karodpati,I 2019,118 min,-,-,Thriller            ,hindi
tt1945174,Snatch & Grab,2009,89 min,-,-,Thriller            ,hindi
tt7291466,Sniff!!!,2017,89 min,5.4,135,"Adventure, Comedy, Family            ",hindi
tt3164774,Sniffer,2013,137 min,5.9,646,"Adventure, Comedy, Drama            ",hindi
tt0329620,Soch,2002,145 min,4.4,85,"Drama, Mystery, Thriller            ",hindi
tt0451919,Socha Na Tha,2005,137 min,7.4,"7,445","Comedy, Drama, Romance            ",hindi
-,Someone,II 2021,160 min,-,-,"Drama, Romance            ",hindi
-,Something Wrong,2021,110 min,-,-,Horror            ,hindi
tt2494558,Son of Dracula,2009,94 min,5.5,8,"Fantasy, Horror            ",hindi
tt2178508,Son of Sardaar,2012,141 min,4,"8,940","Action, Comedy            ",hindi
tt2609468,Sona Spa,2013,102 min,3.5,189,"Drama, Mystery, Thriller            ",hindi
tt2871010,Sonali Cable,2014,127 min,5.4,970,"Comedy, Drama            ",hindi
tt2206094,Sonchidi,2011,55 min,6.3,80,"Drama, Mystery, Sci-Fi            ",hindi
tt8108200,Sonchiriya,2019,143 min,7.9,"8,913","Action, Crime, Drama            ",hindi
tt10644652,Songs of love,2019,210 min,-,-,"Drama, Musical, Romance            ",hindi
tt6078866,Soni,2018,97 min,7.2,"2,432","Crime, Drama            ",hindi
tt7581902,Sonu Ke Titu Ki Sweety,2018,138 min,7.1,"19,673","Comedy, Romance            ",hindi
tt7690638,Soorma,2018,131 min,7.4,"4,558","Biography, Drama, Sport            ",hindi
-,Sooryavanshi,2021,176 min,-,-,"Action, Thriller            ",hindi
tt1327833,Sorry Bhai!,2008,154 min,6.2,"1,017","Comedy, Drama, Romance            ",hindi
tt10331574,SOS Talk,2015,132 min,-,-,Drama            ,hindi
tt4716304,SOS: Secrets of Sex,2013,114 min,5.8,33,Drama            ,hindi
tt4872048,SOS: Secrets of Sex Chapter 3,2014,108 min,3.5,31,Drama            ,hindi
tt1709731,Soul of Sand,2010,99 min,5.6,81,"Drama, Mystery, Thriller            ",hindi
tt11412362,Sound of Water-Paani Ki Aawaz,2019,119 min,-,-,Adventure            ,hindi
tt1941657,Soundtrack,I 2011,132 min,7.1,821,"Drama, Musical            ",hindi
tt0833537,Souten: The Other Woman,2006,131 min,4.8,42,Thriller            ,hindi
tt2377938,Special 26,2013,144 min,8,"51,574","Crime, Drama, Thriller            ",hindi
tt0816657,Speed,2007,102 min,2.9,510,"Action, Crime, Thriller            ",hindi
tt8526312,Spring Thunder,2018,113 min,-,-,"Crime, Drama            ",hindi
tt12553164,Sragaal,2020,140 min,-,-,"Drama, History, Mystery            ",hindi
tt0352830,Sssshhh...,2003,163 min,4.4,326,"Horror, Mystery            ",hindi
tt1907761,Stanley Ka Dabba,2011,96 min,7.8,"6,359","Comedy, Drama, Family            ",hindi
-,State vs Justice,2022,120 min,-,-,"Biography, Crime, Drama            ",hindi
tt2191164,Station,I 2014,103 min,7.5,90,"Crime, Drama, Thriller            ",hindi
tt1589504,Staying Alive,2007,96 min,6.2,24,"Crime, Drama            ",hindi
tt2188893,Staying Alive,2012,89 min,5.6,29,Drama            ,hindi
tt11742184,Sthalpuran,2020,85 min,6.1,14,Family            ,hindi
tt12788654,Stop or I Will Shoot,2019,56 min,-,-,Thriller            ,hindi
tt1399602,Straight,II 2009,110 min,5.8,349,"Comedy, Drama            ",hindi
tt12153518,Strawberry Blues,2019,90 min,-,-,Crime            ,hindi
tt8108202,Stree,2018,128 min,7.6,"28,969","Comedy, Horror            ",hindi
tt9648672,Street Dancer 3D,2020,146 min,3.6,"5,720","Drama, Music            ",hindi
tt1573482,Striker,2010,128 min,6.9,"1,013","Action, Crime, Drama            ",hindi
